date,state,district,total_enrolment,total_demo_updates,total_bio_updates,migration_pressure_index,system_load
2025-10-30,Uttar Pradesh,Hardoi,385,1107,994,5.44300518134715,2101
2025-10-30,Uttar Pradesh,Hathras,121,395,287,5.590163934426229,682
2025-10-30,Uttar Pradesh,Jalaun,146,472,298,5.238095238095238,770
2025-10-30,Uttar Pradesh,Jaunpur,384,1183,1111,5.958441558441558,2294
2025-10-30,Uttar Pradesh,Jhansi,170,508,468,5.707602339181286,976
2025-10-30,Uttar Pradesh,Jyotiba Phule Nagar,3,6,2,2.0,8
2025-10-30,Uttar Pradesh,Kannauj,136,700,380,7.883211678832117,1080
2025-10-30,Uttar Pradesh,Kanpur Dehat,125,426,279,5.595238095238095,705
2025-10-30,Uttar Pradesh,Kanpur Nagar,413,982,1191,5.248792270531401,2173
2025-10-30,Uttar Pradesh,Kasganj,130,340,301,4.893129770992366,641
2025-10-30,Uttar Pradesh,Kaushambi,113,333,405,6.473684210526316,738
2025-10-30,Uttar Pradesh,Kheri,305,1170,806,6.457516339869281,1976
2025-10-30,Uttar Pradesh,Kushinagar,125,1001,562,12.404761904761905,1563
2025-10-30,Uttar Pradesh,Lalitpur,107,322,349,6.212962962962963,671
2025-10-30,Uttar Pradesh,Lucknow,668,1154,947,3.14050822122571,2101
2025-10-30,Uttar Pradesh,Maharajganj,113,512,340,7.473684210526316,852
2025-10-30,Uttar Pradesh,Mahoba,48,391,276,13.612244897959183,667
2025-10-30,Uttar Pradesh,Mainpuri,170,410,287,4.076023391812866,697
2025-10-30,Uttar Pradesh,Mathura,205,518,540,5.135922330097087,1058
2025-10-30,Uttar Pradesh,Mau,139,540,394,6.671428571428572,934
2025-10-30,Uttar Pradesh,Meerut,452,766,843,3.5518763796909494,1609
2025-10-30,Uttar Pradesh,Mirzapur,105,481,660,10.764150943396226,1141
2025-10-30,Uttar Pradesh,Moradabad,306,560,954,4.931596091205212,1514
2025-10-30,Uttar Pradesh,Muzaffarnagar,330,624,768,4.205438066465256,1392
2025-10-30,Uttar Pradesh,Pilibhit,90,322,522,9.274725274725276,844
2025-10-30,Uttar Pradesh,Pratapgarh,272,616,715,4.875457875457876,1331
2025-10-30,Uttar Pradesh,Prayagraj,33,139,85,6.588235294117647,224
2025-10-30,Uttar Pradesh,Rae Bareli,296,638,737,4.62962962962963,1375
2025-10-30,Uttar Pradesh,Rampur,213,426,780,5.635514018691588,1206
2025-10-30,Uttar Pradesh,Saharanpur,399,1017,959,4.94,1976
2025-10-30,Uttar Pradesh,Sambhal,197,619,474,5.52020202020202,1093
2025-10-30,Uttar Pradesh,Sant Kabir Nagar,210,331,432,3.6161137440758293,763
2025-10-30,Uttar Pradesh,Sant Ravidas Nagar,147,364,376,5.0,740
2025-10-30,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,3,1,2,0.75,3
2025-10-30,Uttar Pradesh,Shahjahanpur,296,1206,792,6.7272727272727275,1998
2025-10-30,Uttar Pradesh,Shamli,253,255,444,2.751968503937008,699
2025-10-30,Uttar Pradesh,Shrawasti,77,429,223,8.35897435897436,652
2025-10-30,Uttar Pradesh,Siddharthnagar,235,785,631,6.0,1416
2025-10-30,Uttar Pradesh,Sitapur,351,1290,954,6.375,2244
2025-10-30,Uttar Pradesh,Sonbhadra,81,337,205,6.609756097560975,542
2025-10-30,Uttar Pradesh,Sultanpur,373,614,597,3.2379679144385025,1211
2025-10-30,Uttar Pradesh,Unnao,359,673,603,3.5444444444444443,1276
2025-10-30,Uttar Pradesh,Varanasi,439,1104,922,4.6045454545454545,2026
2025-10-30,Uttarakhand,Almora,57,152,155,5.293103448275862,307
2025-10-30,Uttarakhand,Bageshwar,27,27,90,4.178571428571429,117
2025-10-30,Uttarakhand,Chamoli,47,58,109,3.4791666666666665,167
2025-10-30,Uttarakhand,Champawat,62,98,101,3.1587301587301586,199
2025-10-30,Uttarakhand,Dehradun,266,555,773,4.97378277153558,1328
2025-10-30,Uttarakhand,Garhwal,1,4,5,4.5,9
2025-10-30,Uttarakhand,Hardwar,7,9,8,2.125,17
2025-10-30,Uttarakhand,Haridwar,213,461,644,5.163551401869159,1105
2025-10-30,Uttarakhand,Nainital,134,261,504,5.666666666666667,765
2025-10-30,Uttarakhand,Pauri Garhwal,78,110,417,6.670886075949367,527
2025-10-30,Uttarakhand,Pithoragarh,58,87,147,3.9661016949152543,234
2025-10-30,Uttarakhand,Rudraprayag,40,33,128,3.926829268292683,161
2025-10-30,Uttarakhand,Tehri Garhwal,72,141,269,5.616438356164384,410
2025-10-30,Uttarakhand,Udham Singh Nagar,200,488,654,5.681592039800995,1142
2025-10-30,Uttarakhand,Uttarkashi,43,47,58,2.3863636363636362,105
2025-10-30,West Bengal,Alipurduar,29,71,45,3.8666666666666667,116
2025-10-30,West Bengal,Bankura,380,2549,894,9.036745406824148,3443
2025-10-30,West Bengal,Barddhaman,485,1204,1477,5.516460905349795,2681
2025-10-30,West Bengal,Bardhaman,48,275,156,8.795918367346939,431
2025-10-30,West Bengal,Birbhum,517,1202,1044,4.335907335907336,2246
2025-10-30,West Bengal,Cooch Behar,397,1540,309,4.6457286432160805,1849
2025-10-30,West Bengal,Dakshin Dinajpur,217,730,352,4.963302752293578,1082
2025-10-30,West Bengal,Darjeeling,80,341,227,7.012345679012346,568
2025-10-30,West Bengal,Darjiling,15,44,11,3.4375,55
2025-10-30,West Bengal,East Midnapore,78,289,298,7.430379746835443,587
2025-10-30,West Bengal,Haora,108,582,213,7.293577981651376,795
2025-10-30,West Bengal,Hooghly,499,930,964,3.788,1894
2025-10-30,West Bengal,Howrah,370,847,551,3.7681940700808627,1398
2025-10-30,West Bengal,Hugli,4,4,10,2.8,14
2025-10-30,West Bengal,Jalpaiguri,222,1949,480,10.89237668161435,2429
2025-10-30,West Bengal,Jhargram,24,26,32,2.32,58
2025-10-30,West Bengal,Kalimpong,2,10,8,6.0,18
2025-10-30,West Bengal,Koch Bihar,154,1105,158,8.148387096774194,1263
2025-10-30,West Bengal,Kolkata,228,678,561,5.4104803493449785,1239
2025-10-30,West Bengal,Malda,544,1177,851,3.7211009174311926,2028
2025-10-30,West Bengal,Maldah,73,199,201,5.405405405405405,400
2025-10-30,West Bengal,Murshidabad,1296,1831,2149,3.0686198920585968,3980
2025-10-30,West Bengal,Nadia,548,1379,1022,4.373406193078324,2401
2025-10-30,West Bengal,North 24 Parganas,908,1764,1792,3.911991199119912,3556
2025-10-30,West Bengal,North Dinajpur,11,60,18,6.5,78
2025-10-30,West Bengal,North Twenty Four Parganas,51,187,149,6.461538461538462,336
2025-10-30,West Bengal,Paschim Bardhaman,18,103,40,7.526315789473684,143
2025-10-30,West Bengal,Paschim Medinipur,668,2640,1174,5.701046337817639,3814
2025-10-30,West Bengal,Purba Bardhaman,107,108,93,1.8611111111111112,201
2025-10-30,West Bengal,Purba Medinipur,449,578,1037,3.588888888888889,1615
2025-10-30,West Bengal,Purulia,28,29,37,2.2758620689655173,66
2025-10-30,West Bengal,Puruliya,395,725,746,3.7146464646464645,1471
2025-10-30,West Bengal,South 24 Parganas,1456,2361,1802,2.8572409059711736,4163
2025-10-30,West Bengal,South Dinajpur,22,96,23,5.173913043478261,119
2025-10-30,West Bengal,South Twenty Four Parganas,205,417,290,3.4320388349514563,707
2025-10-30,West Bengal,Uttar Dinajpur,873,1563,813,2.7185354691075516,2376
2025-10-30,West Bengal,West Midnapore,73,467,163,8.513513513513514,630
2025-10-31,Andaman and Nicobar Islands,Nicobar,1,1,4,2.5,5
2025-10-31,Andaman and Nicobar Islands,North And Middle Andaman,2,16,29,15.0,45
2025-10-31,Andhra Pradesh,Adilabad,22,581,401,42.69565217391305,982
2025-10-31,Andhra Pradesh,Alluri Sitharama Raju,8,115,114,25.444444444444443,229
2025-10-31,Andhra Pradesh,Anakapalli,5,200,68,44.666666666666664,268
2025-10-31,Andhra Pradesh,Anantapur,87,1497,1123,29.772727272727273,2620
2025-10-31,Andhra Pradesh,Ananthapur,35,1040,1005,56.80555555555556,2045
2025-10-31,Andhra Pradesh,Ananthapuramu,57,594,1092,29.06896551724138,1686
2025-10-31,Andhra Pradesh,Annamayya,16,297,130,25.11764705882353,427
2025-10-31,Andhra Pradesh,Bapatla,3,116,66,45.5,182
2025-10-31,Andhra Pradesh,Chittoor,149,2998,4273,48.473333333333336,7271
2025-10-31,Andhra Pradesh,Cuddapah,108,2079,1963,37.08256880733945,4042
2025-10-31,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,5,118,137,42.5,255
2025-10-31,Andhra Pradesh,East Godavari,63,2297,3046,83.484375,5343
2025-10-31,Andhra Pradesh,Eluru,1,276,74,175.0,350
2025-10-31,Andhra Pradesh,Guntur,115,2643,2329,42.86206896551724,4972
2025-10-31,Andhra Pradesh,Hyderabad,87,648,846,16.977272727272727,1494
2025-10-31,Andhra Pradesh,K.V.Rangareddy,3,4,16,5.0,20
2025-10-31,Andhra Pradesh,Kakinada,1,219,177,198.0,396
2025-10-31,Andhra Pradesh,Karim Nagar,1,25,26,25.5,51
2025-10-31,Andhra Pradesh,Karimnagar,12,198,147,26.53846153846154,345
2025-10-31,Andhra Pradesh,Khammam,10,706,457,105.72727272727273,1163
2025-10-31,Andhra Pradesh,Krishna,79,1577,2053,45.375,3630
2025-10-31,Andhra Pradesh,Kurnool,236,2407,6311,36.78481012658228,8718
2025-10-31,Andhra Pradesh,Mahabub Nagar,32,440,410,25.757575757575758,850
2025-10-31,Andhra Pradesh,Mahbubnagar,13,279,264,38.785714285714285,543
2025-10-31,Andhra Pradesh,Medak,23,211,369,24.166666666666668,580
2025-10-31,Andhra Pradesh,N. T. R,16,293,95,22.823529411764707,388
2025-10-31,Andhra Pradesh,Nalgonda,12,809,630,110.6923076923077,1439
2025-10-31,Andhra Pradesh,Nandyal,15,208,273,30.0625,481
2025-10-31,Andhra Pradesh,Nellore,96,1227,3454,48.25773195876289,4681
2025-10-31,Andhra Pradesh,Nizamabad,15,95,294,24.3125,389
2025-10-31,Andhra Pradesh,Palnadu,4,150,133,56.6,283
2025-10-31,Andhra Pradesh,Parvathipuram Manyam,8,125,81,22.88888888888889,206
2025-10-31,Andhra Pradesh,Prakasam,101,1579,2654,41.5,4233
2025-10-31,Andhra Pradesh,Rangareddi,41,345,587,22.19047619047619,932
2025-10-31,Andhra Pradesh,Sri Potti Sriramulu Nellore,27,184,349,19.035714285714285,533
2025-10-31,Andhra Pradesh,Sri Sathya Sai,13,259,245,36.0,504
2025-10-31,Andhra Pradesh,Srikakulam,52,1251,3056,81.26415094339623,4307
2025-10-31,Andhra Pradesh,Tirupati,29,236,256,16.4,492
2025-10-31,Andhra Pradesh,Visakhapatnam,81,1615,2467,49.78048780487805,4082
2025-10-31,Andhra Pradesh,Vizianagaram,45,856,2325,69.15217391304348,3181
2025-10-31,Andhra Pradesh,Warangal,15,554,516,66.875,1070
2025-10-31,Andhra Pradesh,West Godavari,79,1428,3374,60.025,4802
2025-10-31,Andhra Pradesh,Y. S. R,14,222,175,26.466666666666665,397
2025-10-31,Arunachal Pradesh,Changlang,3,78,96,43.5,174
2025-10-31,Arunachal Pradesh,East Kameng,1,18,18,18.0,36
2025-10-31,Arunachal Pradesh,East Siang,6,32,79,15.857142857142858,111
2025-10-31,Arunachal Pradesh,Kra Daadi,1,12,3,7.5,15
2025-10-31,Arunachal Pradesh,Lohit,5,10,84,15.666666666666666,94
2025-10-31,Arunachal Pradesh,Longding,1,15,21,18.0,36
2025-10-31,Arunachal Pradesh,Lower Dibang Valley,4,16,88,20.8,104
2025-10-31,Arunachal Pradesh,Lower Subansiri,2,8,34,14.0,42
2025-10-31,Arunachal Pradesh,Papum Pare,5,50,55,17.5,105
2025-10-31,Arunachal Pradesh,Siang,4,3,14,3.4,17
2025-10-31,Arunachal Pradesh,Tawang,1,15,102,58.5,117
2025-10-31,Arunachal Pradesh,Tirap,1,6,67,36.5,73
2025-10-31,Arunachal Pradesh,Upper Subansiri,4,18,29,9.4,47
2025-10-31,Arunachal Pradesh,West Kameng,1,47,26,36.5,73
2025-10-31,Arunachal Pradesh,West Siang,1,29,84,56.5,113
2025-10-31,Assam,Baksa,53,227,145,6.888888888888889,372
2025-10-31,Assam,Barpeta,129,600,2296,22.276923076923076,2896
2025-10-31,Assam,Biswanath,19,96,58,7.7,154
2025-10-31,Assam,Bongaigaon,50,254,796,20.58823529411765,1050
2025-10-31,Assam,Cachar,116,739,824,13.35897435897436,1563
2025-10-31,Assam,Charaideo,12,78,124,15.538461538461538,202
2025-10-31,Assam,Chirang,18,166,419,30.789473684210527,585
2025-10-31,Assam,Darrang,57,292,234,9.068965517241379,526
2025-10-31,Assam,Dhemaji,23,189,254,18.458333333333332,443
2025-10-31,Assam,Dhubri,100,566,428,9.841584158415841,994
2025-10-31,Assam,Dibrugarh,58,403,146,9.305084745762711,549
2025-10-31,Assam,Goalpara,96,298,453,7.742268041237113,751
2025-10-31,Assam,Golaghat,44,389,331,16.0,720
2025-10-31,Assam,Hailakandi,73,300,145,6.013513513513513,445
2025-10-31,Assam,Hojai,56,284,360,11.298245614035087,644
2025-10-31,Assam,Jorhat,53,220,435,12.12962962962963,655
2025-10-31,Assam,Kamrup,99,480,509,9.89,989
2025-10-31,Assam,Kamrup Metro,119,267,276,4.525,543
2025-10-31,Assam,Karbi Anglong,53,302,1020,24.48148148148148,1322
2025-10-31,Assam,Karimganj,85,492,365,9.965116279069768,857
2025-10-31,Assam,Kokrajhar,18,208,218,22.42105263157895,426
2025-10-31,Assam,Lakhimpur,53,449,238,12.722222222222221,687
2025-10-31,Assam,Majuli,7,24,22,5.75,46
2025-10-31,Assam,Marigaon,54,239,310,9.981818181818182,549
2025-10-31,Assam,Nagaon,150,997,2108,20.56291390728477,3105
2025-10-31,Assam,Nalbari,103,214,337,5.298076923076923,551
2025-10-31,Assam,North Cachar Hills,7,25,21,5.75,46
2025-10-31,Assam,Sibsagar,25,228,126,13.615384615384615,354
2025-10-31,Assam,Sonitpur,143,473,447,6.388888888888889,920
2025-10-31,Assam,South Salmara Mankachar,11,124,42,13.833333333333334,166
2025-10-31,Assam,Sribhumi,1,49,16,32.5,65
2025-10-31,Assam,Tinsukia,29,311,160,15.7,471
2025-10-31,Assam,Udalguri,56,174,140,5.508771929824562,314
2025-10-31,Assam,West Karbi Anglong,6,11,30,5.857142857142857,41
2025-10-31,Bihar,Araria,190,1128,760,9.884816753926701,1888
2025-10-31,Bihar,Arwal,47,326,142,9.75,468
2025-10-31,Bihar,Aurangabad,149,1052,393,9.633333333333333,1445
2025-10-31,Bihar,Aurangabad(bh),1,15,6,10.5,21
2025-10-31,Bihar,Banka,118,980,545,12.815126050420169,1525
2025-10-31,Bihar,Begusarai,131,1182,444,12.318181818181818,1626
2025-10-31,Bihar,Bhagalpur,166,2170,499,15.982035928143713,2669
2025-10-31,Bihar,Bhojpur,202,1033,379,6.955665024630542,1412
2025-10-31,Bihar,Buxar,98,766,187,9.626262626262626,953
2025-10-31,Bihar,Darbhanga,206,1378,984,11.41062801932367,2362
2025-10-31,Bihar,East Champaran,230,2718,688,14.744588744588745,3406
2025-10-31,Bihar,Gaya,238,2028,453,10.380753138075313,2481
2025-10-31,Bihar,Gopalganj,137,1485,323,13.101449275362318,1808
2025-10-31,Bihar,Jamui,85,938,374,15.255813953488373,1312
2025-10-31,Bihar,Jehanabad,64,362,193,8.538461538461538,555
2025-10-31,Bihar,Kaimur (Bhabua),73,1047,252,17.554054054054053,1299
2025-10-31,Bihar,Katihar,166,1814,1041,17.095808383233532,2855
2025-10-31,Bihar,Khagaria,112,522,256,6.884955752212389,778
2025-10-31,Bihar,Kishanganj,97,1087,1296,24.316326530612244,2383
2025-10-31,Bihar,Lakhisarai,45,507,169,14.695652173913043,676
2025-10-31,Bihar,Madhepura,90,1116,383,16.47252747252747,1499
2025-10-31,Bihar,Madhubani,305,2166,903,10.029411764705882,3069
2025-10-31,Bihar,Monghyr,2,3,2,1.6666666666666667,5
2025-10-31,Bihar,Munger,57,320,181,8.637931034482758,501
2025-10-31,Bihar,Muzaffarpur,191,1817,725,13.239583333333334,2542
2025-10-31,Bihar,Nalanda,162,1527,378,11.687116564417177,1905
2025-10-31,Bihar,Nawada,213,720,272,4.635514018691588,992
2025-10-31,Bihar,Patna,232,2378,798,13.630901287553648,3176
2025-10-31,Bihar,Purba Champaran,1,22,4,13.0,26
2025-10-31,Bihar,Purnea,3,37,17,13.5,54
2025-10-31,Bihar,Purnia,171,1886,735,15.238372093023257,2621
2025-10-31,Bihar,Rohtas,129,1718,404,16.323076923076922,2122
2025-10-31,Bihar,Saharsa,140,1165,508,11.865248226950355,1673
2025-10-31,Bihar,Samastipur,185,2136,662,15.043010752688172,2798
2025-10-31,Bihar,Samstipur,1,12,2,7.0,14
2025-10-31,Bihar,Saran,307,1857,579,7.909090909090909,2436
2025-10-31,Bihar,Sheikhpura,49,253,170,8.46,423
2025-10-31,Bihar,Sheohar,29,643,111,25.133333333333333,754
2025-10-31,Bihar,Sitamarhi,182,2029,605,14.39344262295082,2634
2025-10-31,Bihar,Siwan,250,1286,643,7.685258964143427,1929
2025-10-31,Bihar,Supaul,199,1010,492,7.51,1502
2025-10-31,Bihar,Vaishali,235,2269,587,12.101694915254237,2856
2025-10-31,Bihar,West Champaran,262,1362,630,7.574144486692015,1992
2025-10-31,Chandigarh,Chandigarh,54,446,362,14.690909090909091,808
2025-10-31,Chhattisgarh,Balod,48,544,478,20.857142857142858,1022
2025-10-31,Chhattisgarh,Baloda Bazar,98,2040,1216,32.888888888888886,3256
2025-10-31,Chhattisgarh,Balrampur,70,446,288,10.338028169014084,734
2025-10-31,Chhattisgarh,Bastar,70,830,388,17.154929577464788,1218
2025-10-31,Chhattisgarh,Bemetara,49,869,895,35.28,1764
2025-10-31,Chhattisgarh,Bijapur,29,152,155,10.233333333333333,307
2025-10-31,Chhattisgarh,Bilaspur,167,2121,1865,23.726190476190474,3986
2025-10-31,Chhattisgarh,Dakshin Bastar Dantewada,9,38,138,17.6,176
2025-10-31,Chhattisgarh,Dantewada,3,27,75,25.5,102
2025-10-31,Chhattisgarh,Dhamtari,59,604,672,21.266666666666666,1276
2025-10-31,Chhattisgarh,Durg,49,770,2277,60.94,3047
2025-10-31,Chhattisgarh,Gariyaband,31,447,446,27.90625,893
2025-10-31,Chhattisgarh,Gaurela-pendra-marwahi,2,40,16,18.666666666666668,56
2025-10-31,Chhattisgarh,Janjgir-champa,89,1895,1289,35.37777777777778,3184
2025-10-31,Chhattisgarh,Jashpur,34,1161,1057,63.371428571428574,2218
2025-10-31,Chhattisgarh,Kabeerdham,20,312,218,25.238095238095237,530
2025-10-31,Chhattisgarh,Kanker,24,439,512,38.04,951
2025-10-31,Chhattisgarh,Kawardha,34,840,340,33.714285714285715,1180
2025-10-31,Chhattisgarh,Khairagarh Chhuikhadan Gandai,5,36,2,6.333333333333333,38
2025-10-31,Chhattisgarh,Kondagaon,43,688,548,28.09090909090909,1236
2025-10-31,Chhattisgarh,Korba,85,880,528,16.372093023255815,1408
2025-10-31,Chhattisgarh,Koriya,48,440,427,17.693877551020407,867
2025-10-31,Chhattisgarh,Mahasamund,74,675,760,19.133333333333333,1435
2025-10-31,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,10,20,17,3.3636363636363638,37
2025-10-31,Chhattisgarh,Mungeli,64,700,460,17.846153846153847,1160
2025-10-31,Chhattisgarh,Narayanpur,14,129,50,11.933333333333334,179
2025-10-31,Chhattisgarh,Raigarh,51,1606,1254,55.0,2860
2025-10-31,Chhattisgarh,Raipur,181,886,1214,11.538461538461538,2100
2025-10-31,Chhattisgarh,Rajnandgaon,79,1160,861,25.2625,2021
2025-10-31,Chhattisgarh,Sakti,7,116,13,16.125,129
2025-10-31,Chhattisgarh,Sukma,18,112,142,13.368421052631579,254
2025-10-31,Chhattisgarh,Surajpur,48,746,538,26.20408163265306,1284
2025-10-31,Chhattisgarh,Surguja,52,1757,302,38.84905660377358,2059
2025-10-31,Chhattisgarh,Uttar Bastar Kanker,13,207,205,29.428571428571427,412
2025-10-31,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1,2,11,6.5,13
2025-10-31,Dadra and Nagar Haveli,Dadra and Nagar Haveli,14,80,108,12.533333333333333,188
2025-10-31,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2,12,1,4.333333333333333,13
2025-10-31,Daman & Diu,Daman,1,28,5,16.5,33
2025-10-31,Daman and Diu,Daman,2,22,28,16.666666666666668,50
2025-10-31,Delhi,Central Delhi,37,168,335,13.236842105263158,503
2025-10-31,Delhi,East Delhi,93,367,604,10.329787234042554,971
2025-10-31,Delhi,New Delhi,4,28,31,11.8,59
2025-10-31,Delhi,North Delhi,45,189,317,11.0,506
2025-10-31,Delhi,North East,29,170,150,10.666666666666666,320
2025-10-31,Delhi,North East Delhi,126,380,735,8.779527559055119,1115
2025-10-31,Delhi,North West Delhi,233,1508,1497,12.841880341880342,3005
2025-10-31,Delhi,Shahdara,5,130,34,27.333333333333332,164
2025-10-31,Delhi,South Delhi,207,1331,681,9.673076923076923,2012
2025-10-31,Delhi,South West Delhi,142,926,495,9.937062937062937,1421
2025-10-31,Delhi,West Delhi,147,789,652,9.736486486486486,1441
2025-10-31,Goa,North Goa,27,320,492,29.0,812
2025-10-31,Goa,South Goa,17,299,296,33.05555555555556,595
2025-10-31,Gujarat,Ahmadabad,13,74,92,11.857142857142858,166
2025-10-31,Gujarat,Ahmedabad,224,1076,1359,10.822222222222223,2435
2025-10-31,Gujarat,Amreli,29,352,292,21.466666666666665,644
2025-10-31,Gujarat,Anand,61,308,331,10.306451612903226,639
2025-10-31,Gujarat,Arvalli,15,82,83,10.3125,165
2025-10-31,Gujarat,Banas Kantha,3,7,2,2.25,9
2025-10-31,Gujarat,Banaskantha,68,683,406,15.782608695652174,1089
2025-10-31,Gujarat,Bharuch,45,282,243,11.41304347826087,525
2025-10-31,Gujarat,Bhavnagar,44,366,448,18.08888888888889,814
2025-10-31,Gujarat,Botad,7,25,87,14.0,112
2025-10-31,Gujarat,Chhotaudepur,12,59,102,12.384615384615385,161
2025-10-31,Gujarat,Dahod,101,588,592,11.568627450980392,1180
2025-10-31,Gujarat,Devbhumi Dwarka,14,48,47,6.333333333333333,95
2025-10-31,Gujarat,Dohad,36,124,90,5.783783783783784,214
2025-10-31,Gujarat,Gandhinagar,34,277,136,11.8,413
2025-10-31,Gujarat,Gir Somnath,19,64,111,8.75,175
2025-10-31,Gujarat,Jamnagar,50,377,291,13.098039215686274,668
2025-10-31,Gujarat,Junagadh,53,340,428,14.222222222222221,768
2025-10-31,Gujarat,Kachchh,51,340,420,14.615384615384615,760
2025-10-31,Gujarat,Kheda,66,408,385,11.835820895522389,793
2025-10-31,Gujarat,Mahesana,49,240,268,10.16,508
2025-10-31,Gujarat,Mahisagar,14,58,148,13.733333333333333,206
2025-10-31,Gujarat,Morbi,25,104,95,7.653846153846154,199
2025-10-31,Gujarat,Narmada,18,75,154,12.052631578947368,229
2025-10-31,Gujarat,Navsari,18,180,201,20.05263157894737,381
2025-10-31,Gujarat,Panchmahals,68,298,544,12.202898550724637,842
2025-10-31,Gujarat,Patan,33,331,198,15.558823529411764,529
2025-10-31,Gujarat,Porbandar,23,152,101,10.541666666666666,253
2025-10-31,Gujarat,Rajkot,106,623,752,12.850467289719626,1375
2025-10-31,Gujarat,Sabar Kantha,4,9,16,5.0,25
2025-10-31,Gujarat,Sabarkantha,37,387,289,17.789473684210527,676
2025-10-31,Gujarat,Surat,163,1231,1247,15.109756097560975,2478
2025-10-31,Gujarat,Surendra Nagar,60,206,324,8.688524590163935,530
2025-10-31,Gujarat,Surendranagar,1,18,3,10.5,21
2025-10-31,Gujarat,Tapi,21,37,137,7.909090909090909,174
2025-10-31,Gujarat,The Dangs,20,68,95,7.761904761904762,163
2025-10-31,Gujarat,Vadodara,136,489,655,8.35036496350365,1144
2025-10-31,Gujarat,Valsad,64,158,375,8.2,533
2025-10-31,Haryana,Ambala,108,170,416,5.376146788990826,586
2025-10-31,Haryana,Bhiwani,83,440,532,11.571428571428571,972
2025-10-31,Haryana,Charkhi Dadri,18,61,46,5.631578947368421,107
2025-10-31,Haryana,Faridabad,122,1140,821,15.94308943089431,1961
2025-10-31,Haryana,Fatehabad,79,144,660,10.05,804
2025-10-31,Haryana,Gurgaon,82,681,586,15.265060240963855,1267
2025-10-31,Haryana,Hisar,92,486,727,13.043010752688172,1213
2025-10-31,Haryana,Jhajjar,47,324,253,12.020833333333334,577
2025-10-31,Haryana,Jind,102,448,469,8.902912621359222,917
2025-10-31,Haryana,Kaithal,22,208,435,27.956521739130434,643
2025-10-31,Haryana,Karnal,62,369,456,13.095238095238095,825
2025-10-31,Haryana,Kurukshetra,43,246,451,15.840909090909092,697
2025-10-31,Haryana,Mahendragarh,17,89,299,21.555555555555557,388
2025-10-31,Haryana,Mewat,140,372,460,5.900709219858156,832
2025-10-31,Haryana,Palwal,81,455,330,9.573170731707316,785
2025-10-31,Haryana,Panchkula,31,153,254,12.71875,407
2025-10-31,Haryana,Panipat,77,341,474,10.448717948717949,815
2025-10-31,Haryana,Rewari,43,583,463,23.772727272727273,1046
2025-10-31,Haryana,Rohtak,30,104,373,15.387096774193548,477
2025-10-31,Haryana,Sirsa,80,847,673,18.765432098765434,1520
2025-10-31,Haryana,Sonipat,85,345,454,9.290697674418604,799
2025-10-31,Haryana,Yamuna Nagar,67,397,460,12.602941176470589,857
2025-10-31,Haryana,Yamunanagar,3,5,19,6.0,24
2025-10-31,Himachal Pradesh,Bilaspur,18,51,233,14.947368421052632,284
2025-10-31,Himachal Pradesh,Chamba,25,77,161,9.153846153846153,238
2025-10-31,Himachal Pradesh,Hamirpur,21,66,212,12.636363636363637,278
2025-10-31,Himachal Pradesh,Kangra,63,319,669,15.4375,988
2025-10-31,Himachal Pradesh,Kullu,19,146,238,19.2,384
2025-10-31,Himachal Pradesh,Mandi,54,146,511,11.945454545454545,657
2025-10-31,Himachal Pradesh,Shimla,31,158,270,13.375,428
2025-10-31,Himachal Pradesh,Sirmaur,18,109,144,13.31578947368421,253
2025-10-31,Himachal Pradesh,Solan,28,90,205,10.172413793103448,295
2025-10-31,Himachal Pradesh,Una,29,71,182,8.433333333333334,253
2025-10-31,Jammu and Kashmir,Anantnag,49,337,235,11.44,572
2025-10-31,Jammu and Kashmir,Badgam,21,20,85,4.7727272727272725,105
2025-10-31,Jammu and Kashmir,Bandipore,34,75,94,4.828571428571428,169
2025-10-31,Jammu and Kashmir,Baramula,26,164,347,18.925925925925927,511
2025-10-31,Jammu and Kashmir,Budgam,13,64,144,14.857142857142858,208
2025-10-31,Jammu and Kashmir,Doda,107,125,493,5.722222222222222,618
2025-10-31,Jammu and Kashmir,Ganderbal,2,44,49,31.0,93
2025-10-31,Jammu and Kashmir,Jammu,51,232,1127,26.134615384615383,1359
2025-10-31,Jammu and Kashmir,Kargil,9,11,17,2.8,28
2025-10-31,Jammu and Kashmir,Kathua,30,110,383,15.903225806451612,493
2025-10-31,Jammu and Kashmir,Kupwara,23,341,307,27.0,648
2025-10-31,Jammu and Kashmir,Leh,7,9,22,3.875,31
2025-10-31,Jammu and Kashmir,Pulwama,9,110,844,95.4,954
2025-10-31,Jammu and Kashmir,Punch,17,102,361,25.72222222222222,463
2025-10-31,Jammu and Kashmir,Rajouri,37,265,520,20.657894736842106,785
2025-10-31,Jammu and Kashmir,Ramban,25,49,381,16.53846153846154,430
2025-10-31,Jammu and Kashmir,Reasi,12,54,118,13.23076923076923,172
2025-10-31,Jammu and Kashmir,Samba,5,22,139,26.833333333333332,161
2025-10-31,Jammu and Kashmir,Srinagar,39,248,681,23.225,929
